Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Branch Efficiency(%),cta launched,sm cta launched,instructions,divergent branch,branch,gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gld total,gst 128B,gld 32B,gld request,warp serialize,gst uncoalesced,gst coalesced,gld coalesced,gld uncoalesced
"void reduce1<double>(double*, double*, unsigned int)",81547376,4969243,32768,1,1,256,1,1,8,32,2048,,,98.356,3277,0,1378312,6558,398945,1093,0,0,3277,0,0,52432,0,52432,0,0,8744,870256,0,6554,52432,0
