Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst_inst_64bit,Branch Efficiency(%),L1 Local Hit Rate(%),L1 Global Hit Rate(%),Achieved Occupancy,instructions executed,branch,shared store,shared load,gst request,gld request,divergent branch,Shared Memory Replay Overhead(%),global store transaction,shared bank conflict,gld_inst_128bit,gst_inst_32bit,gld_inst_32bit,gld_inst_64bit,gst_inst_128bit,Instruction Replay Overhead(%),Global Memory Cache Replay Overhead(%),Local Memory Cache Replay Overhead(%),IPC,Multiprocessor Efficiency(%),Warp Execution Efficiency(%),sm cta launched,warps launched,uncached global load transaction,threads launched,fb subp1 read sectors,fb subp0 read sectors,fb subp1 write sectors,fb subp0 write sectors,active warps,local load,gst_inst_8bit,gst_inst_16bit,thread inst executed_1,thread inst executed_0,gld_inst_8bit,gld_inst_16bit,local store,instructions issued,active cycles
"Memcpy HtoD [sync]",18450599,29061968,,,,,,,,,,67108864,2309164472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",47671477,21198562,,,,,,,,,,67108864,3165727184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"reduce0(...)",69255827,4329380,32768,1,1,256,1,1,10,0,2048,,,32768,100,0,0,0.971,62521344,2883584,1802240,3112960,32768,262144,0,0,32774,0,0,0,0,8388608,0,0.007,0.839,0,1.798,99.907,100,32774,262144,0,8388608,1469004,1468808,16458,15835,1619439413,0,0,0,998244352,1002438656,0,0,0,62525585,34744478
"Memcpy DtoH [sync]",73587127,79967,,,,,,,,,,262144,3278152237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
