Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),active cycles,Branch Efficiency(%),L1 Local Hit Rate(%),L1 Global Hit Rate(%),Achieved Occupancy,instructions executed,branch,shared store,shared load,gst request,gld request,divergent branch,Shared Memory Replay Overhead(%),global store transaction,shared bank conflict,gld_inst_128bit,gst_inst_32bit,gld_inst_32bit,gld_inst_64bit,gst_inst_128bit,gst_inst_64bit,Instruction Replay Overhead(%),Global Memory Cache Replay Overhead(%),Local Memory Cache Replay Overhead(%),IPC,Multiprocessor Efficiency(%),Warp Execution Efficiency(%),sm cta launched,warps launched,uncached global load transaction,threads launched,fb subp1 read sectors,fb subp0 read sectors,fb subp1 write sectors,fb subp0 write sectors,active warps,local load,gst_inst_8bit,gst_inst_16bit,thread inst executed_1,thread inst executed_0,gld_inst_8bit,gld_inst_16bit,local store,instructions issued
reduce1(...),59104085,3051370,32768,1,1,256,1,1,10,0,2048,,,24464710,42.349,0,0,0.972,35258368,2883584,655360,819200,32768,262144,0,19.25,32763,7602756,0,0,0,8388608,0,32768,10.716,1.328,0,1.439,99.874,100,32763,262144,0,8388608,1467630,1467778,10035,9620,1141862700,0,0,0,562036736,566231040,0,0,0,39490063
