Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Branch Efficiency(%),gst request,gst total,gst 64B,gst 32B,cta launched,sm cta launched,local load,local store,gld 128B,gld 64B,gld total,gst 128B,gld 32B,gld request,warp serialize,instructions,divergent branch,branch,Global Store Efficiency,Global Load Efficiency
"void reduce0<double>(double*, double*, unsigned int)",58311994,11082378,32768,1,1,256,1,1,12,32,2048,,,91.045,1093,0,0,3277,3277,0,0,0,52432,0,52432,0,0,8744,454687,3729367,52464,585848,20.012,10.006
